intersect,genes
dlPFC,ENSG00000059588
dlPFC,ENSG00000259339
dlPFC,ENSG00000072121
dlPFC,ENSG00000166147
dlPFC,ENSG00000269343
dlPFC,ENSG00000259318
dlPFC,ENSG00000198064
dlPFC,ENSG00000035403
dlPFC,ENSG00000235674
dlPFC,ENSG00000177984
dlPFC,ENSG00000215165
dlPFC,ENSG00000088320
dlPFC,ENSG00000212643
dlPFC,ENSG00000165091
dlPFC,ENSG00000120798
dlPFC,ENSG00000132849
dlPFC,ENSG00000234227
dlPFC,ENSG00000116560
dlPFC,ENSG00000188624
dlPFC,ENSG00000114374
dlPFC,ENSG00000237406
dlPFC,ENSG00000196204
dlPFC,ENSG00000218186
dlPFC,ENSG00000214189
dlPFC,ENSG00000257966
dlPFC,ENSG00000125633
dlPFC,ENSG00000214244
dlPFC,ENSG00000128383
dlPFC,ENSG00000126759
dlPFC,ENSG00000100024
dlPFC,ENSG00000138796
dlPFC,ENSG00000171819
dlPFC,ENSG00000160117
dlPFC,ENSG00000180708
dlPFC,ENSG00000149380
dlPFC,ENSG00000107614
dlPFC,ENSG00000206159
dlPFC,ENSG00000139547
dlPFC,ENSG00000185031
dlPFC,ENSG00000105404
dlPFC,ENSG00000196597
dlPFC,ENSG00000154102
dlPFC,ENSG00000273762
dlPFC,ENSG00000251400
dlPFC,ENSG00000259378
dlPFC,ENSG00000241697
dlPFC,ENSG00000081791
dlPFC,ENSG00000227331
dlPFC,ENSG00000149716
dlPFC,ENSG00000168405
dlPFC,ENSG00000274276
dlPFC,ENSG00000214988
dlPFC,ENSG00000089280
dlPFC,ENSG00000143748
dlPFC,ENSG00000257195
dlPFC,ENSG00000106459
dlPFC,ENSG00000235370
dlPFC,ENSG00000167080
dlPFC,ENSG00000237223
dlPFC,ENSG00000232230
dlPFC,ENSG00000113263
dlPFC,ENSG00000176422
dlPFC,ENSG00000131797
dlPFC,ENSG00000183604
dlPFC,ENSG00000260818
dlPFC,ENSG00000180116
dlPFC,ENSG00000138472
dlPFC,ENSG00000109771
dlPFC,ENSG00000163534
dlPFC,ENSG00000227500
dlPFC,ENSG00000106004
dlPFC,ENSG00000109881
dlPFC,ENSG00000132915
dlPFC,ENSG00000154743
dlPFC,ENSG00000155833
dlPFC,ENSG00000147789
dlPFC,ENSG00000078403
dlPFC,ENSG00000168096
dlPFC,ENSG00000215887
dlPFC,ENSG00000258233
dlPFC,ENSG00000229994
dlPFC,ENSG00000234562
dlPFC,ENSG00000277399
dlPFC,ENSG00000204590
dlPFC,ENSG00000176040
dlPFC,ENSG00000102265
dlPFC,ENSG00000168014
dlPFC,ENSG00000172543
dlPFC,ENSG00000228753
dlPFC,ENSG00000158169
dlPFC,ENSG00000167757
dlPFC,ENSG00000160856
dlPFC,ENSG00000198715
dlPFC,ENSG00000225198
dlPFC,ENSG00000132394
dlPFC,ENSG00000198393
dlPFC,ENSG00000233966
dlPFC,ENSG00000140986
dlPFC,ENSG00000093217
dlPFC,ENSG00000261528
dlPFC,ENSG00000223733
dlPFC,ENSG00000242338
dlPFC,ENSG00000228810
dlPFC,ENSG00000258890
dlPFC,ENSG00000260266
dlPFC,ENSG00000249206
dlPFC,ENSG00000225650
dlPFC,ENSG00000106133
dlPFC,ENSG00000142513
dlPFC,ENSG00000134698
dlPFC,ENSG00000183439
dlPFC,ENSG00000258024
dlPFC,ENSG00000143344
dlPFC,ENSG00000240972
dlPFC,ENSG00000166888
dlPFC,ENSG00000109084
dlPFC,ENSG00000258571
dlPFC,ENSG00000230593
dlPFC,ENSG00000178935
dlPFC,ENSG00000178802
dlPFC,ENSG00000229419
dlPFC,ENSG00000197614
dlPFC,ENSG00000254449
dlPFC,ENSG00000218226
dlPFC,ENSG00000139624
dlPFC,ENSG00000127774
dlPFC,ENSG00000197849
dlPFC,ENSG00000105664
dlPFC,ENSG00000188676
dlPFC,ENSG00000176268
dlPFC,ENSG00000249226
dlPFC,ENSG00000178917
dlPFC,ENSG00000248871
dlPFC,ENSG00000124091
dlPFC,ENSG00000213484
dlPFC,ENSG00000283101
dlPFC,ENSG00000228328
dlPFC,ENSG00000134627
dlPFC,ENSG00000220867
dlPFC,ENSG00000141696
dlPFC,ENSG00000182347
dlPFC,ENSG00000088356
dlPFC,ENSG00000142910
dlPFC,ENSG00000237887
dlPFC,ENSG00000219222
dlPFC,ENSG00000105186
dlPFC,ENSG00000131746
dlPFC,ENSG00000236152
dlPFC,ENSG00000127589
dlPFC,ENSG00000270585
dlPFC,ENSG00000135976
dlPFC,ENSG00000239840
dlPFC,ENSG00000123485
dlPFC,ENSG00000178607
dlPFC,ENSG00000137857
dlPFC,ENSG00000134013
dlPFC,ENSG00000224003
dlPFC,ENSG00000228057
dlPFC,ENSG00000170291
dlPFC,ENSG00000123843
dlPFC,ENSG00000167196
dlPFC,ENSG00000144644
dlPFC,ENSG00000182983
dlPFC,ENSG00000142661
dlPFC,ENSG00000173077
dlPFC,ENSG00000149483
dlPFC,ENSG00000196993
dlPFC,ENSG00000225008
dlPFC,ENSG00000217416
dlPFC,ENSG00000174944
dlPFC,ENSG00000185823
dlPFC,ENSG00000185436
dlPFC,ENSG00000248771
dlPFC,ENSG00000166523
dlPFC,ENSG00000217783
dlPFC,ENSG00000223984
dlPFC,ENSG00000189051
dlPFC,ENSG00000227073
dlPFC,ENSG00000099977
dlPFC,ENSG00000165874
dlPFC,ENSG00000100138
dlPFC,ENSG00000141404
dlPFC,ENSG00000105701
dlPFC,ENSG00000100142
dlPFC,ENSG00000150401
dlPFC,ENSG00000221914
dlPFC,ENSG00000152672
dlPFC,ENSG00000155660
dlPFC,ENSG00000168878
dlPFC,ENSG00000065618
dlPFC,ENSG00000196839
dlPFC,ENSG00000061987
dlPFC,ENSG00000154429
dlPFC,ENSG00000161981
dlPFC,ENSG00000124357
dlPFC,ENSG00000123473
dlPFC,ENSG00000272636
dlPFC,ENSG00000170324
dlPFC,ENSG00000167779
dlPFC,ENSG00000130751
dlPFC,ENSG00000073282
dlPFC,ENSG00000165685
dlPFC,ENSG00000119125
dlPFC,ENSG00000197013
dlPFC,ENSG00000104313
dlPFC,ENSG00000172508
dlPFC,ENSG00000198121
dlPFC,ENSG00000138435
dlPFC,ENSG00000175344
dlPFC,ENSG00000141744
dlPFC,ENSG00000196553
dlPFC,ENSG00000104763
dlPFC,ENSG00000134007
dlPFC,ENSG00000189292
dlPFC,ENSG00000135678
dlPFC,ENSG00000177663
dlPFC,ENSG00000124733
dlPFC,ENSG00000116205
dlPFC,ENSG00000123610
dlPFC,ENSG00000171970
dlPFC,ENSG00000167772
dlPFC,ENSG00000185689
dlPFC,ENSG00000147437
dlPFC,ENSG00000116962
dlPFC,ENSG00000163710
dlPFC,ENSG00000056487
dlPFC,ENSG00000174136
dlPFC,ENSG00000167550
dlPFC,ENSG00000116649
Nac:OFC,ENSG00000156097
Nac:OFC,ENSG00000230601
Nac:OFC,ENSG00000244687
Nac:OFC,ENSG00000159147
Nac:OFC,ENSG00000165271
Nac:OFC,ENSG00000157103
Nac:OFC,ENSG00000128564
Nac:OFC,ENSG00000141480
Nac:OFC,ENSG00000145757
Nac:Sub,ENSG00000185149
Nac:Sub,ENSG00000114654
Nac:Sub,ENSG00000107902
Nac:Sub,ENSG00000150051
OFC:Sub,ENSG00000205220
OFC:Sub,ENSG00000089169
OFC:Sub,ENSG00000114480
OFC:Sub,ENSG00000159685
aINS:Nac,ENSG00000136156
aINS:Nac,ENSG00000077684
aINS:Nac,ENSG00000170144
aINS:Nac,ENSG00000165804
aINS:OFC,ENSG00000133105
Cg25:Nac,ENSG00000104341
Cg25:Nac,ENSG00000152611
Cg25:OFC,ENSG00000131469
Cg25:OFC,ENSG00000172889
Cg25:OFC,ENSG00000169221
Cg25:OFC,ENSG00000104886
Cg25:OFC,ENSG00000114204
Cg25:OFC,ENSG00000136536
Cg25:OFC,ENSG00000147145
Cg25:OFC,ENSG00000101972
Cg25:OFC,ENSG00000253488
Cg25:OFC,ENSG00000118972
Cg25:OFC,ENSG00000236523
Cg25:OFC,ENSG00000197746
Cg25:OFC,ENSG00000166111
Cg25:OFC,ENSG00000110075
Cg25:OFC,ENSG00000136270
Cg25:OFC,ENSG00000239887
Cg25:OFC,ENSG00000132207
Cg25:OFC,ENSG00000154096
Cg25:Sub,ENSG00000115457
Cg25:Sub,ENSG00000214076
Cg25:Sub,ENSG00000112763
Cg25:Sub,ENSG00000163586
Cg25:Sub,ENSG00000130300
Cg25:Sub,ENSG00000145050
Cg25:Sub,ENSG00000124191
dlPFC:Nac,ENSG00000173598
dlPFC:Nac,ENSG00000143630
dlPFC:OFC,ENSG00000166435
dlPFC:OFC,ENSG00000144820
dlPFC:OFC,ENSG00000204866
dlPFC:OFC,ENSG00000172469
dlPFC:OFC,ENSG00000133624
dlPFC:OFC,ENSG00000241859
dlPFC:OFC,ENSG00000124469
dlPFC:OFC,ENSG00000187094
dlPFC:Sub,ENSG00000204592
dlPFC:Sub,ENSG00000101294
