intersect,genes
DTE,ENSG00000187147
DTE,ENSG00000099625
DTE,ENSG00000178585
DTU,ENSG00000280670
DTU,ENSG00000104894
DTU,ENSG00000163793
DTU,ENSG00000051620
DTU,ENSG00000206053
DTU,ENSG00000242114
DTU,ENSG00000243678
DTU,ENSG00000188599
DTU,ENSG00000007062
DTU,ENSG00000068354
DTU,ENSG00000167619
DTU,ENSG00000185262
DTU,ENSG00000092470
DTU,ENSG00000125864
DTU,ENSG00000186470
DTU,ENSG00000196476
DTU,ENSG00000196118
DTU,ENSG00000151725
DTU,ENSG00000176108
DTU,ENSG00000172409
DTU,ENSG00000180178
DTU,ENSG00000068438
DTU,ENSG00000111087
DTU,ENSG00000180573
DTU,ENSG00000004776
DTU,ENSG00000034152
DTU,ENSG00000101608
DTU,ENSG00000173376
DTU,ENSG00000184207
DTU,ENSG00000132207
DTU,ENSG00000149809
DTU,ENSG00000124191
DTU,ENSG00000115282
DTU,ENSG00000184009
DTU,ENSG00000140873
DTU,ENSG00000173567
DTU,ENSG00000112414
DTU,ENSG00000162618
DTU,ENSG00000106624
DTU,ENSG00000180777
DTU,ENSG00000057663
DTU,ENSG00000139044
DTU,ENSG00000235505
DTU,ENSG00000141570
DTU,ENSG00000134057
DTU,ENSG00000107443
DTU,ENSG00000116815
DTU,ENSG00000166091
DTU,ENSG00000102879
DTU,ENSG00000116133
DTU,ENSG00000134516
DTU,ENSG00000100129
DTU,ENSG00000240445
DTU,ENSG00000105255
DTU,ENSG00000226124
DTU,ENSG00000167674
DTU,ENSG00000102241
DTU,ENSG00000148943
DTU,ENSG00000146006
DTU,ENSG00000168067
DTU,ENSG00000090971
DTU,ENSG00000178685
DTU,ENSG00000174827
DTU,ENSG00000183571
DTU,ENSG00000166428
DTU,ENSG00000163932
DTU,ENSG00000204628
DTU,ENSG00000117602
DTU,ENSG00000121039
DTU,ENSG00000137275
DTU,ENSG00000164610
DTU,ENSG00000149273
DTU,ENSG00000063015
DTU,ENSG00000167447
DTU,ENSG00000250317
DTU,ENSG00000077312
DTU,ENSG00000162236
DTU,ENSG00000132604
DTU,ENSG00000154096
DTU,ENSG00000145107
DTU,ENSG00000118271
DTU,ENSG00000140367
DTU,ENSG00000167671
DTU,ENSG00000111186
DTU,ENSG00000198538
DTU,ENSG00000134007
DTU,ENSG00000189292
DTU,ENSG00000135678
DTU,ENSG00000177663
DTU,ENSG00000124733
DTU,ENSG00000116205
DTU,ENSG00000123610
DTU,ENSG00000171970
DTU,ENSG00000167772
DTU,ENSG00000185689
DTU,ENSG00000147437
DTU,ENSG00000116962
DTU,ENSG00000163710
DTU,ENSG00000056487
DTU,ENSG00000174136
DTU,ENSG00000167550
DTU,ENSG00000116649
DTU,ENSG00000196843
DTU,ENSG00000079101
DTU,ENSG00000169203
DTU,ENSG00000155087
DTU,ENSG00000197208
DTU,ENSG00000121900
DTU,ENSG00000105048
DTU,ENSG00000248477
DTU,ENSG00000250687
DTU,ENSG00000008300
DTU,ENSG00000185885
DTU,ENSG00000073150
DTU,ENSG00000225973
DTU,ENSG00000061492
DTU,ENSG00000030110
DTU,ENSG00000261740
DTU,ENSG00000166845
DTU,ENSG00000119147
DTU,ENSG00000227835
DTU,ENSG00000091972
DTU,ENSG00000164919
DTU,ENSG00000144655
DTU,ENSG00000137133
DTU,ENSG00000100209
DTU,ENSG00000269335
DTU,ENSG00000161677
DTU,ENSG00000128052
DTU,ENSG00000171444
DTU,ENSG00000119227
DTU,ENSG00000184924
DTU,ENSG00000182872
DTU,ENSG00000107819
DTU,ENSG00000215347
DTU,ENSG00000139656
DTU,ENSG00000118707
DTU,ENSG00000153802
DTU,ENSG00000162191
DTU,ENSG00000164405
DTU,ENSG00000095397
DTU,ENSG00000126215
DTU,ENSG00000205189
DTU,ENSG00000100601
DTU,ENSG00000215217
DTU,ENSG00000103326
DTU,ENSG00000105479
DTU,ENSG00000248698
DTU,ENSG00000125841
DTU,ENSG00000100300
DTU,ENSG00000160685
DTU,ENSG00000101974
DTU,ENSG00000103126
DTU,ENSG00000146540
DTU,ENSG00000167130
DTU,ENSG00000124205
DTU,ENSG00000164404
DTU,ENSG00000176476
DTU,ENSG00000172716
DTU,ENSG00000184887
DTU,ENSG00000177627
DTU,ENSG00000221986
DTU,ENSG00000227152
DTU,ENSG00000165480
DTU,ENSG00000095970
DTU,ENSG00000170703
DGE:DTE,ENSG00000133639
DGE:DTE,ENSG00000118972
DGE:DTE,ENSG00000135486
DGE:DTE,ENSG00000244687
DGE:DTE,ENSG00000072501
DGE:DTE,ENSG00000112357
DGE:DTE,ENSG00000204576
DGE:DTE,ENSG00000115053
DGE:DTE,ENSG00000198824
DGE:DTE,ENSG00000111481
DGE:DTE,ENSG00000131469
DGE:DTE,ENSG00000100941
DGE:DTE,ENSG00000105372
DGE:DTE,ENSG00000188243
DGE:DTE,ENSG00000248592
DGE:DTE,ENSG00000139291
DGE:DTE,ENSG00000172469
DGE:DTE,ENSG00000198918
DGE:DTE,ENSG00000111843
DGE:DTE,ENSG00000101972
DGE:DTE,ENSG00000183978
DGE:DTE,ENSG00000113845
DGE:DTE,ENSG00000165271
DGE:DTE,ENSG00000143742
DGE:DTE,ENSG00000204370
DGE:DTE,ENSG00000106344
DGE:DTE,ENSG00000177576
DGE:DTE,ENSG00000253251
DGE:DTE,ENSG00000198019
DGE:DTE,ENSG00000117448
DGE:DTE,ENSG00000149932
DGE:DTE,ENSG00000116906
DGE:DTE,ENSG00000136938
DGE:DTE,ENSG00000170315
DGE:DTE,ENSG00000141480
DGE:DTE,ENSG00000188186
DGE:DTE,ENSG00000173451
DGE:DTE,ENSG00000205544
DGE:DTE,ENSG00000104154
DGE:DTE,ENSG00000149084
DGE:DTE,ENSG00000184575
DGE:DTE,ENSG00000168806
DGE:DTE,ENSG00000066027
DGE:DTE,ENSG00000103266
DGE:DTE,ENSG00000269343
DGE:DTE,ENSG00000105404
DGE:DTE,ENSG00000137343
DGE:DTE,ENSG00000277399
DGE:DTE,ENSG00000101294
DGE:DTE,ENSG00000171792
DGE:DTE,ENSG00000184524
DGE:DTE,ENSG00000115457
DGE:DTE,ENSG00000122691
DGE:DTE,ENSG00000154473
DGE:DTE,ENSG00000145779
DGE:DTE,ENSG00000114391
DGE:DTE,ENSG00000112763
DGE:DTE,ENSG00000198887
DGE:DTE,ENSG00000152208
DGE:DTE,ENSG00000129534
DGE:DTE,ENSG00000206418
DGE:DTE,ENSG00000155511
DGE:DTE,ENSG00000053438
DGE:DTE,ENSG00000164099
DGE:DTE,ENSG00000183665
DGE:DTE,ENSG00000114654
DGE:DTE,ENSG00000117069
DGE:DTE,ENSG00000146386
DGE:DTE,ENSG00000119698
DGE:DTE,ENSG00000144668
DGE:DTE,ENSG00000147400
DGE:DTE,ENSG00000159685
DGE:DTE,ENSG00000145050
DGE:DTE,ENSG00000047249
DGE:DTE,ENSG00000089169
DGE:DTE,ENSG00000114480
DGE:DTE,ENSG00000130522
DGE:DTU,ENSG00000144591
DGE:DTU,ENSG00000172889
DGE:DTU,ENSG00000104886
DGE:DTU,ENSG00000114204
DGE:DTU,ENSG00000130300
DTE:DTU,ENSG00000128564
DTE:DTU,ENSG00000152611
DTE:DTU,ENSG00000104883
DTE:DTU,ENSG00000239887
DTE:DTU,ENSG00000145757
DTE:DTU,ENSG00000225663
DTE:DTU,ENSG00000205220
DTE:DTU,ENSG00000187094
DTE:DTU,ENSG00000130204
DTE:DTU,ENSG00000110324
DTE:DTU,ENSG00000250486
DTE:DTU,ENSG00000099840
