intersect,genes
aINS_female,ENSG00000092470
Cg25_female,ENSG00000269955
Cg25_female,ENSG00000109917
Cg25_female,ENSG00000238118
Cg25_female,ENSG00000243746
Cg25_female,ENSG00000215812
Cg25_female,ENSG00000163586
Cg25_female,ENSG00000242683
Cg25_female,ENSG00000167977
Cg25_female,ENSG00000183826
Cg25_female,ENSG00000151657
Cg25_female,ENSG00000206418
Cg25_female,ENSG00000237649
Cg25_female,ENSG00000284631
Cg25_female,ENSG00000257108
Cg25_female,ENSG00000069764
Cg25_female,ENSG00000189127
Cg25_female,ENSG00000250486
Cg25_female,ENSG00000139793
Cg25_female,ENSG00000165219
Cg25_female,ENSG00000106013
Cg25_female,ENSG00000100884
Cg25_female,ENSG00000154864
Cg25_female,ENSG00000091656
Cg25_female,ENSG00000064933
Cg25_female,ENSG00000107679
Cg25_female,ENSG00000107798
Cg25_female,ENSG00000255154
Cg25_female,ENSG00000099840
Cg25_female,ENSG00000165995
Cg25_female,ENSG00000167380
Cg25_female,ENSG00000136108
Cg25_female,ENSG00000171298
Cg25_female,ENSG00000198569
Cg25_female,ENSG00000111877
Cg25_female,ENSG00000180815
Cg25_female,ENSG00000281106
Cg25_female,ENSG00000140395
Cg25_female,ENSG00000099998
Cg25_female,ENSG00000104341
Cg25_female,ENSG00000135535
Cg25_female,ENSG00000145050
Cg25_female,ENSG00000134574
Cg25_female,ENSG00000125864
Cg25_female,ENSG00000186470
Cg25_female,ENSG00000239887
Cg25_female,ENSG00000196476
Cg25_female,ENSG00000196118
Cg25_female,ENSG00000151725
Cg25_female,ENSG00000176108
Cg25_female,ENSG00000172409
Cg25_female,ENSG00000180178
Cg25_female,ENSG00000068438
Cg25_female,ENSG00000111087
Cg25_female,ENSG00000180573
Cg25_female,ENSG00000004776
Cg25_female,ENSG00000034152
Cg25_female,ENSG00000101608
Cg25_female,ENSG00000173376
Cg25_female,ENSG00000184207
Cg25_female,ENSG00000149809
Cg25_female,ENSG00000115282
dlPFC_female,ENSG00000236474
dlPFC_female,ENSG00000254512
dlPFC_female,ENSG00000174501
dlPFC_female,ENSG00000183638
dlPFC_female,ENSG00000059588
dlPFC_female,ENSG00000259339
dlPFC_female,ENSG00000072121
dlPFC_female,ENSG00000166147
dlPFC_female,ENSG00000269343
dlPFC_female,ENSG00000259318
dlPFC_female,ENSG00000198064
dlPFC_female,ENSG00000035403
dlPFC_female,ENSG00000235674
dlPFC_female,ENSG00000177984
dlPFC_female,ENSG00000215165
dlPFC_female,ENSG00000088320
dlPFC_female,ENSG00000212643
dlPFC_female,ENSG00000165091
dlPFC_female,ENSG00000120798
dlPFC_female,ENSG00000132849
dlPFC_female,ENSG00000234227
dlPFC_female,ENSG00000116560
dlPFC_female,ENSG00000188624
dlPFC_female,ENSG00000114374
dlPFC_female,ENSG00000237406
dlPFC_female,ENSG00000196204
dlPFC_female,ENSG00000218186
dlPFC_female,ENSG00000214189
dlPFC_female,ENSG00000257966
dlPFC_female,ENSG00000125633
dlPFC_female,ENSG00000214244
dlPFC_female,ENSG00000128383
dlPFC_female,ENSG00000126759
dlPFC_female,ENSG00000100024
dlPFC_female,ENSG00000138796
dlPFC_female,ENSG00000171819
dlPFC_female,ENSG00000160117
dlPFC_female,ENSG00000180708
dlPFC_female,ENSG00000149380
dlPFC_female,ENSG00000107614
dlPFC_female,ENSG00000206159
dlPFC_female,ENSG00000139547
dlPFC_female,ENSG00000185031
dlPFC_female,ENSG00000105404
dlPFC_female,ENSG00000196597
dlPFC_female,ENSG00000154102
dlPFC_female,ENSG00000273762
dlPFC_female,ENSG00000251400
dlPFC_female,ENSG00000259378
dlPFC_female,ENSG00000241697
dlPFC_female,ENSG00000081791
dlPFC_female,ENSG00000227331
dlPFC_female,ENSG00000149716
dlPFC_female,ENSG00000168405
dlPFC_female,ENSG00000274276
dlPFC_female,ENSG00000214988
dlPFC_female,ENSG00000089280
dlPFC_female,ENSG00000143748
dlPFC_female,ENSG00000257195
dlPFC_female,ENSG00000106459
dlPFC_female,ENSG00000235370
dlPFC_female,ENSG00000167080
dlPFC_female,ENSG00000237223
dlPFC_female,ENSG00000232230
dlPFC_female,ENSG00000113263
dlPFC_female,ENSG00000176422
dlPFC_female,ENSG00000131797
dlPFC_female,ENSG00000183604
dlPFC_female,ENSG00000260818
dlPFC_female,ENSG00000180116
dlPFC_female,ENSG00000138472
dlPFC_female,ENSG00000109771
dlPFC_female,ENSG00000163534
dlPFC_female,ENSG00000227500
dlPFC_female,ENSG00000106004
dlPFC_female,ENSG00000109881
dlPFC_female,ENSG00000132915
dlPFC_female,ENSG00000154743
dlPFC_female,ENSG00000155833
dlPFC_female,ENSG00000147789
dlPFC_female,ENSG00000078403
dlPFC_female,ENSG00000168096
dlPFC_female,ENSG00000215887
dlPFC_female,ENSG00000258233
dlPFC_female,ENSG00000229994
dlPFC_female,ENSG00000234562
dlPFC_female,ENSG00000277399
dlPFC_female,ENSG00000204590
dlPFC_female,ENSG00000176040
dlPFC_female,ENSG00000102265
dlPFC_female,ENSG00000168014
dlPFC_female,ENSG00000172543
dlPFC_female,ENSG00000228753
dlPFC_female,ENSG00000158169
dlPFC_female,ENSG00000167757
dlPFC_female,ENSG00000160856
dlPFC_female,ENSG00000198715
dlPFC_female,ENSG00000225198
dlPFC_female,ENSG00000132394
dlPFC_female,ENSG00000198393
dlPFC_female,ENSG00000233966
dlPFC_female,ENSG00000140986
dlPFC_female,ENSG00000093217
dlPFC_female,ENSG00000261528
dlPFC_female,ENSG00000223733
dlPFC_female,ENSG00000242338
dlPFC_female,ENSG00000228810
dlPFC_female,ENSG00000258890
dlPFC_female,ENSG00000260266
dlPFC_female,ENSG00000249206
dlPFC_female,ENSG00000225650
dlPFC_female,ENSG00000106133
dlPFC_female,ENSG00000142513
dlPFC_female,ENSG00000134698
dlPFC_female,ENSG00000183439
dlPFC_female,ENSG00000258024
dlPFC_female,ENSG00000143344
dlPFC_female,ENSG00000240972
dlPFC_female,ENSG00000166888
dlPFC_female,ENSG00000109084
dlPFC_female,ENSG00000258571
dlPFC_female,ENSG00000230593
dlPFC_female,ENSG00000178935
dlPFC_female,ENSG00000178802
dlPFC_female,ENSG00000229419
dlPFC_female,ENSG00000197614
dlPFC_female,ENSG00000254449
dlPFC_female,ENSG00000218226
dlPFC_female,ENSG00000139624
dlPFC_female,ENSG00000101294
dlPFC_female,ENSG00000127774
dlPFC_female,ENSG00000197849
dlPFC_female,ENSG00000105664
dlPFC_female,ENSG00000188676
dlPFC_female,ENSG00000176268
dlPFC_female,ENSG00000249226
dlPFC_female,ENSG00000178917
dlPFC_female,ENSG00000248871
dlPFC_female,ENSG00000124091
dlPFC_female,ENSG00000213484
dlPFC_female,ENSG00000283101
dlPFC_female,ENSG00000228328
dlPFC_female,ENSG00000134627
dlPFC_female,ENSG00000220867
dlPFC_female,ENSG00000141696
dlPFC_female,ENSG00000182347
dlPFC_female,ENSG00000088356
dlPFC_female,ENSG00000142910
dlPFC_female,ENSG00000237887
dlPFC_female,ENSG00000219222
dlPFC_female,ENSG00000105186
dlPFC_female,ENSG00000131746
dlPFC_female,ENSG00000236152
dlPFC_female,ENSG00000127589
dlPFC_female,ENSG00000270585
