intersect,genes
female,ENSG00000007062
female,ENSG00000068354
female,ENSG00000167619
female,ENSG00000185262
female,ENSG00000092470
female,ENSG00000125864
female,ENSG00000186470
female,ENSG00000196476
female,ENSG00000196118
female,ENSG00000151725
female,ENSG00000176108
female,ENSG00000172409
female,ENSG00000180178
female,ENSG00000068438
female,ENSG00000111087
female,ENSG00000180573
female,ENSG00000004776
female,ENSG00000034152
female,ENSG00000101608
female,ENSG00000173376
female,ENSG00000184207
female,ENSG00000132207
female,ENSG00000149809
female,ENSG00000124191
female,ENSG00000115282
female,ENSG00000134007
female,ENSG00000189292
female,ENSG00000135678
female,ENSG00000177663
female,ENSG00000124733
female,ENSG00000116205
female,ENSG00000123610
female,ENSG00000171970
female,ENSG00000196843
female,ENSG00000079101
female,ENSG00000169203
female,ENSG00000155087
female,ENSG00000197208
female,ENSG00000121900
female,ENSG00000105048
female,ENSG00000030110
female,ENSG00000261740
female,ENSG00000166845
female,ENSG00000119147
female,ENSG00000227835
female,ENSG00000091972
female,ENSG00000164919
female,ENSG00000144655
female,ENSG00000137133
female,ENSG00000100209
female,ENSG00000269335
female,ENSG00000161677
female,ENSG00000128052
female,ENSG00000171444
female,ENSG00000119227
female,ENSG00000184924
female,ENSG00000182872
female,ENSG00000107819
female,ENSG00000215347
female,ENSG00000139656
female,ENSG00000118707
female,ENSG00000153802
female,ENSG00000162191
female,ENSG00000164405
female,ENSG00000095397
female,ENSG00000126215
female,ENSG00000205189
female,ENSG00000101974
female,ENSG00000103126
female,ENSG00000146540
female,ENSG00000167130
female,ENSG00000124205
female,ENSG00000164404
female,ENSG00000176476
female,ENSG00000172716
