node_id	alias	shape	size	color	x	y	weight
347	SNRNP25	ELLIPSE	20.0	#ffcccc	-850.48	-39.65	0.0
348	TMEM19	ELLIPSE	20.0	#ffcccc	1683.35	-376.41	0.0
349	BSCL2	ELLIPSE	20.0	#ffcccc	1625.83	-294.62	0.0
350	UBE2Q2	ELLIPSE	20.0	#ffcccc	-98.33	405.89	0.0
351	UBE2G1	ELLIPSE	20.0	#ffcccc	-124.51	367.9	0.0
352	UBE2F	ELLIPSE	20.0	#ffcccc	35.74	411.93	0.0
353	UBE2E2	ELLIPSE	20.0	#ffcccc	-72.63	344.11	0.0
354	UBE2A	ELLIPSE	20.0	#ffcccc	-189.86	300.05	0.0
355	SEPTIN12	ELLIPSE	20.0	#ffcccc	1634.7	-459.12	0.0
356	TMEM250	ELLIPSE	20.0	#ffcccc	1708.11	-533.87	0.0
357	SEPTIN9	ELLIPSE	20.0	#ffcccc	1607.92	-560.85	0.0
358	CISD2	ELLIPSE	20.0	#ffcccc	-1347.82	59.48	0.0
359	SLC25A45	ELLIPSE	20.0	#ffcccc	-1242.96	-146.51	0.0
360	PARK7	ELLIPSE	20.0	#ffcccc	-455.75	266.77	0.0
361	APOBEC3G	ELLIPSE	20.0	#ffcccc	-944.2	209.06	0.0
362	CHCHD6	ELLIPSE	20.0	#ffcccc	-1086.52	-176.09	0.0
363	SDHD	ELLIPSE	20.0	#ffcccc	-1245.94	39.37	0.0
364	TIMMDC1	ELLIPSE	20.0	#ffcccc	-1196.41	99.17	0.0
365	CFAP45	ELLIPSE	20.0	#ffcccc	-1099.31	1204.49	0.0
366	CBX8	ELLIPSE	20.0	#ffcccc	-847.75	402.77	0.0
367	H1-10	ELLIPSE	20.0	#ffcccc	-1023.88	495.96	0.0
368	JARID2	ELLIPSE	20.0	#ffcccc	-835.44	545.24	0.0
369	CASP8AP2	ELLIPSE	20.0	#ffcccc	-1123.51	470.87	0.0
370	CETN2	ELLIPSE	20.0	#ffcccc	-616.65	494.07	0.0
371	PHC1	ELLIPSE	20.0	#ffcccc	-914.62	442.65	0.0
372	CCDC97	ELLIPSE	20.0	#ffcccc	-920.98	-428.42	0.0
373	SCYL1	ELLIPSE	20.0	#ffcccc	1215.19	50.32	0.0
374	CACNA1G	ELLIPSE	20.0	#ffcccc	983.73	-126.32	0.0
375	GRID2	ELLIPSE	20.0	#ffcccc	708.94	-82.63	0.0
376	EPB41L1	ELLIPSE	20.0	#ffcccc	732.98	-29.72	0.0
377	PRCC	ELLIPSE	20.0	#ffcccc	-675.93	-875.59	0.0
378	RBM10	ELLIPSE	20.0	#ffcccc	-607.75	-564.74	0.0
379	FANCF	ELLIPSE	20.0	#ffcccc	-409.86	555.53	0.0
380	EGLN1	ELLIPSE	20.0	#ffcccc	-741.05	477.79	0.0
381	CHMP7	ELLIPSE	20.0	#ffcccc	-428.27	503.25	0.0
382	CHMP6	ELLIPSE	20.0	#ffcccc	-475.72	504.99	0.0
383	GTF2H2	ELLIPSE	20.0	#ffcccc	-566.3	441.83	0.0
384	COMMD6	ELLIPSE	20.0	#ffcccc	-557.27	694.0	0.0
385	TRIM32	ELLIPSE	20.0	#ffcccc	-160.83	391.57	0.0
386	BUB3	ELLIPSE	20.0	#ffcccc	-256.76	-31.66	0.0
387	GPS1	ELLIPSE	20.0	#ffcccc	-454.27	448.88	0.0
388	ELOC	ELLIPSE	20.0	#ffcccc	-623.69	455.52	0.0
389	RPP40	ELLIPSE	20.0	#ffcccc	-287.62	84.19	0.0
390	SPRED3	ELLIPSE	20.0	#ffcccc	-278.07	649.87	0.0
391	KLHL12	ELLIPSE	20.0	#ffcccc	-358.7	787.16	0.0
392	LGR6	ELLIPSE	20.0	#ffcccc	-165.59	505.39	0.0
393	XRCC3	ELLIPSE	20.0	#ffcccc	-11.23	328.31	0.0
394	JOSD2	ELLIPSE	20.0	#ffcccc	-217.58	500.87	0.0
395	ANXA6	ELLIPSE	20.0	#ffcccc	-299.94	1199.91	0.0
396	GPR174	ELLIPSE	20.0	#ffcccc	662.33	731.19	0.0
397	INPPL1	ELLIPSE	20.0	#ffcccc	410.76	863.49	0.0
398	P2RX7	ELLIPSE	20.0	#ffcccc	826.89	891.08	0.0
399	CD40LG	ELLIPSE	20.0	#ffcccc	540.77	649.33	0.0
400	GRAP2	ELLIPSE	20.0	#ffcccc	571.77	491.77	0.0
401	GNRH1	ELLIPSE	20.0	#ffcccc	380.45	-1094.33	0.0
402	CCK	ELLIPSE	20.0	#ffcccc	396.41	-942.94	0.0
403	EDN3	ELLIPSE	20.0	#ffcccc	314.25	-1004.38	0.0
404	LIN7C	ELLIPSE	20.0	#ffcccc	758.0	-984.35	0.0
405	SYN1	ELLIPSE	20.0	#ffcccc	651.68	-911.09	0.0
406	HSD17B12	ELLIPSE	20.0	#ffcccc	-990.53	-239.08	0.0
407	DNAJC1	ELLIPSE	20.0	#ffcccc	-232.15	96.99	0.0
408	GSPT2	ELLIPSE	20.0	#ffcccc	-317.04	-83.0	0.0
409	TM7SF2	ELLIPSE	20.0	#ffcccc	1357.53	-2853.57	0.0
410	DHCR24	ELLIPSE	20.0	#ffcccc	1386.83	-2751.1	0.0
411	ITM2B	ELLIPSE	20.0	#ffcccc	383.53	402.63	0.0
412	DONSON	ELLIPSE	20.0	#ffcccc	153.89	-165.18	0.0
413	NBAS	ELLIPSE	20.0	#ffcccc	1209.84	-29.9	0.0
414	SETBP1	ELLIPSE	20.0	#ffcccc	-848.41	944.83	0.0
415	ADAMTS18	ELLIPSE	20.0	#ffcccc	1471.0	249.48	0.0
416	ADAMTS3	ELLIPSE	20.0	#ffcccc	1573.78	235.98	0.0
417	ADAMTSL2	ELLIPSE	20.0	#ffcccc	1534.97	331.72	0.0
418	SCN3A	ELLIPSE	20.0	#ffcccc	1134.92	-162.24	0.0
419	SCN3B	ELLIPSE	20.0	#ffcccc	1163.38	-233.54	0.0
420	SCN1B	ELLIPSE	20.0	#ffcccc	1084.62	-249.37	0.0
421	PLA2G4E	ELLIPSE	20.0	#ffcccc	969.96	746.43	0.0
422	ABCA6	ELLIPSE	20.0	#ffcccc	-178.8	1188.82	0.0
423	ODF1	ELLIPSE	20.0	#ffcccc	-113.55	-398.3	0.0
424	BRIX1	ELLIPSE	20.0	#ffcccc	-370.56	-1.0	0.0
425	TSC22D1	ELLIPSE	20.0	#ffcccc	527.88	1685.35	0.0
426	SLC6A1	ELLIPSE	20.0	#ffcccc	559.13	-879.37	0.0
427	CPNE6	ELLIPSE	20.0	#ffcccc	446.34	-850.97	0.0
428	SNCB	ELLIPSE	20.0	#ffcccc	489.26	-777.33	0.0
429	LY6H	ELLIPSE	20.0	#ffcccc	514.8	-950.19	0.0
430	SYNPR	ELLIPSE	20.0	#ffcccc	463.28	-906.72	0.0
431	GPC2	ELLIPSE	20.0	#ffcccc	1439.41	-455.41	0.0
432	HS3ST4	ELLIPSE	20.0	#ffcccc	1538.41	-425.22	0.0
433	TAMALIN	ELLIPSE	20.0	#ffcccc	-54.73	-3002.12	0.0
434	MARCHF2	ELLIPSE	20.0	#ffcccc	-111.81	-2915.62	0.0
435	NCL	ELLIPSE	20.0	#ffcccc	-358.91	-36.72	0.0
436	UBXN6	ELLIPSE	20.0	#ffcccc	13.3	-283.55	0.0
437	TRAPPC9	ELLIPSE	20.0	#ffcccc	584.72	-6.18	0.0
438	DNAI3	ELLIPSE	20.0	#ffcccc	-1386.84	1602.48	0.0
439	CCDC114	ELLIPSE	20.0	#ffcccc	-1306.88	1286.89	0.0
440	FABP1	ELLIPSE	20.0	#ffcccc	-500.64	899.08	0.0
441	RGL1	ELLIPSE	20.0	#ffcccc	-578.92	853.18	0.0
442	CHD9	ELLIPSE	20.0	#ffcccc	-508.81	745.51	0.0
443	ADH5	ELLIPSE	20.0	#ffcccc	-1966.95	314.33	0.0
444	NOL10	ELLIPSE	20.0	#ffcccc	-302.19	6.75	0.0
445	NKD2	ELLIPSE	20.0	#ffcccc	-75.29	1089.86	0.0
446	RP9	ELLIPSE	20.0	#ffcccc	-781.89	-698.68	0.0
447	RPP25L	ELLIPSE	20.0	#ffcccc	-204.84	-97.44	0.0
448	PRDX3	ELLIPSE	20.0	#ffcccc	-1119.41	-52.8	0.0
449	CKB	ELLIPSE	20.0	#ffcccc	-766.85	207.79	0.0
450	ALDOA	ELLIPSE	20.0	#ffcccc	-689.6	201.15	0.0
451	RNF214	ELLIPSE	20.0	#ffcccc	4920.51	367.34	0.0
452	SMG8	ELLIPSE	20.0	#ffcccc	4829.13	415.96	0.0
453	NABP1	ELLIPSE	20.0	#ffcccc	-1047.62	303.07	0.0
454	TMEM256	ELLIPSE	20.0	#ffcccc	-1356.88	-103.81	0.0
455	RAB29	ELLIPSE	20.0	#ffcccc	-1464.03	-125.37	0.0
456	TMEM14C	ELLIPSE	20.0	#ffcccc	-1355.44	-190.38	0.0
457	TPST1	ELLIPSE	20.0	#ffcccc	690.52	-2926.02	0.0
458	EIF2B1	ELLIPSE	20.0	#ffcccc	638.2	-3015.99	0.0
459	OR52A5	ELLIPSE	20.0	#ffcccc	-78.11	-850.71	0.0
460	GNAL	ELLIPSE	20.0	#ffcccc	4.07	-733.22	0.0
461	OAZ1	ELLIPSE	20.0	#ffcccc	-237.51	682.85	0.0
462	SRP72	ELLIPSE	20.0	#ffcccc	-628.06	114.07	0.0
463	PBDC1	ELLIPSE	20.0	#ffcccc	-791.57	-100.67	0.0
464	LCMT2	ELLIPSE	20.0	#ffcccc	522.83	1137.87	0.0
465	LPAR4	ELLIPSE	20.0	#ffcccc	163.54	-830.83	0.0
466	GMPPA	ELLIPSE	20.0	#ffcccc	-805.0	1347.64	0.0
467	FNIP1	ELLIPSE	20.0	#ffcccc	-1108.72	794.41	0.0
468	TBC1D25	ELLIPSE	20.0	#ffcccc	-848.8	1197.4	0.0
469	ATG5	ELLIPSE	20.0	#ffcccc	-767.97	1222.51	0.0
470	VSNL1	ELLIPSE	20.0	#ffcccc	587.36	-731.89	0.0
471	CEND1	ELLIPSE	20.0	#ffcccc	603.51	-807.59	0.0
472	TYW1B	ELLIPSE	20.0	#ffcccc	-26.75	-346.42	0.0
473	FTSJ1	ELLIPSE	20.0	#ffcccc	-270.75	-173.16	0.0
474	PUS7L	ELLIPSE	20.0	#ffcccc	-229.25	-159.5	0.0
475	DPH5	ELLIPSE	20.0	#ffcccc	-156.79	7.54	0.0
476	ELP2	ELLIPSE	20.0	#ffcccc	-126.85	-233.48	0.0
477	DDX24	ELLIPSE	20.0	#ffcccc	-254.28	-74.11	0.0
478	B4GAT1	ELLIPSE	20.0	#ffcccc	1513.79	-252.17	0.0
479	PRELP	ELLIPSE	20.0	#ffcccc	1590.31	-175.91	0.0
480	LARGE2	ELLIPSE	20.0	#ffcccc	1438.77	-326.64	0.0
481	RHNO1	ELLIPSE	20.0	#ffcccc	-786.47	870.73	0.0
482	RPH3A	ELLIPSE	20.0	#ffcccc	255.57	1075.48	0.0
483	KCTD2	ELLIPSE	20.0	#ffcccc	-482.67	1119.02	0.0
484	KLHL2	ELLIPSE	20.0	#ffcccc	-518.68	999.36	0.0
485	ATAD5	ELLIPSE	20.0	#ffcccc	228.92	271.1	0.0
486	DLGAP1	ELLIPSE	20.0	#ffcccc	175.04	1464.42	0.0
487	RAB4B	ELLIPSE	20.0	#ffcccc	91.28	1088.8	0.0
488	CFAP299	ELLIPSE	20.0	#ffcccc	-1140.87	1366.33	0.0
489	ECT2L	ELLIPSE	20.0	#ffcccc	427.32	-292.97	0.0
490	B3GNT4	ELLIPSE	20.0	#ffcccc	1665.18	-101.31	0.0
491	KDM3A	ELLIPSE	20.0	#ffcccc	-278.4	588.33	0.0
492	GTF3A	ELLIPSE	20.0	#ffcccc	-386.22	626.23	0.0
493	PELI3	ELLIPSE	20.0	#ffcccc	162.29	584.42	0.0
494	OR10K2	ELLIPSE	20.0	#ffcccc	83.59	-864.42	0.0
495	PHF21B	ELLIPSE	20.0	#ffcccc	-552.84	779.12	0.0
496	RTN4IP1	ELLIPSE	20.0	#ffcccc	458.29	258.23	0.0
497	SRPK3	ELLIPSE	20.0	#ffcccc	-502.31	-479.67	0.0
498	PRKCH	ELLIPSE	20.0	#ffcccc	-291.94	1519.81	0.0
499	ADRA2B	ELLIPSE	20.0	#ffcccc	-283.04	1272.3	0.0
500	ATP11C	ELLIPSE	20.0	#ffcccc	1588.46	38.64	0.0
501	TENM1	ELLIPSE	20.0	#ffcccc	1536.75	-49.59	0.0
502	OR3A2	ELLIPSE	20.0	#ffcccc	-125.85	-802.98	0.0
503	OR11G2	ELLIPSE	20.0	#ffcccc	-29.94	-879.54	0.0
504	OR2T7	ELLIPSE	20.0	#ffcccc	29.62	-884.97	0.0
505	TRAPPC11	ELLIPSE	20.0	#ffcccc	800.87	-132.57	0.0
506	LIPA	ELLIPSE	20.0	#ffcccc	1424.5	-2652.47	0.0
507	EBAG9	ELLIPSE	20.0	#ffcccc	-35.49	705.69	0.0
508	ADA	ELLIPSE	20.0	#ffcccc	-174.99	-139.57	0.0
509	ZNF385A	ELLIPSE	20.0	#ffcccc	305.48	995.22	0.0
510	IFNAR2	ELLIPSE	20.0	#ffcccc	265.92	345.39	0.0
511	TREM2	ELLIPSE	20.0	#ffcccc	826.95	472.66	0.0
512	ARL4C	ELLIPSE	20.0	#ffcccc	-464.87	782.74	0.0
513	TNRC6B	ELLIPSE	20.0	#ffcccc	-388.19	724.82	0.0
514	AGO4	ELLIPSE	20.0	#ffcccc	-367.03	490.07	0.0
515	CDH18	ELLIPSE	20.0	#ffcccc	139.37	890.55	0.0
516	ADGRA2	ELLIPSE	20.0	#ffcccc	94.22	946.2	0.0
517	CRYAB	ELLIPSE	20.0	#ffcccc	108.66	529.92	0.0
518	MAP3K15	ELLIPSE	20.0	#ffcccc	966.02	622.33	0.0
519	TNFSF13B	ELLIPSE	20.0	#ffcccc	648.98	598.03	0.0
520	STIM2	ELLIPSE	20.0	#ffcccc	1160.07	642.18	0.0
521	LRRC41	ELLIPSE	20.0	#ffcccc	-743.52	765.77	0.0
522	BTBD6	ELLIPSE	20.0	#ffcccc	-782.21	1106.95	0.0
523	ARID5A	ELLIPSE	20.0	#ffcccc	-630.0	710.83	0.0
524	DPM3	ELLIPSE	20.0	#ffcccc	-868.85	1583.89	0.0
525	ETS2	ELLIPSE	20.0	#ffcccc	-405.25	863.21	0.0
526	COA3	ELLIPSE	20.0	#ffcccc	-1382.2	170.47	0.0
527	COX14	ELLIPSE	20.0	#ffcccc	-1233.32	160.61	0.0
528	COX7B2	ELLIPSE	20.0	#ffcccc	-1061.27	57.5	0.0
529	NTPCR	ELLIPSE	20.0	#ffcccc	-370.59	-466.8	0.0
530	DYRK1B	ELLIPSE	20.0	#ffcccc	667.49	1195.57	0.0
531	EGLN2	ELLIPSE	20.0	#ffcccc	-1059.51	694.7	0.0
532	VARS2	ELLIPSE	20.0	#ffcccc	-1021.66	-181.25	0.0
533	SMIM20	ELLIPSE	20.0	#ffcccc	-876.02	-488.09	0.0
534	NAXE	ELLIPSE	20.0	#ffcccc	1467.31	-504.84	0.0
535	GBE1	ELLIPSE	20.0	#ffcccc	1530.93	-585.56	0.0
536	DOLPP1	ELLIPSE	20.0	#ffcccc	-905.83	1732.78	0.0
537	PI4KB	ELLIPSE	20.0	#ffcccc	-117.47	1323.8	0.0
538	BCKDK	ELLIPSE	20.0	#ffcccc	-903.28	783.05	0.0
539	TMED5	ELLIPSE	20.0	#ffcccc	59.45	1155.17	0.0
540	WNT5B	ELLIPSE	20.0	#ffcccc	-3.1	1039.35	0.0
541	ADGRL4	ELLIPSE	20.0	#ffcccc	1656.84	321.66	0.0
542	CD63	ELLIPSE	20.0	#ffcccc	1737.63	264.0	0.0
543	PLEKHG6	ELLIPSE	20.0	#ffcccc	183.56	-436.93	0.0
544	FOXO6	ELLIPSE	20.0	#ffcccc	-122.45	1209.79	0.0
545	FOXP4	ELLIPSE	20.0	#ffcccc	-1526.93	-2312.8	0.0
546	FOXP2	ELLIPSE	20.0	#ffcccc	-1449.27	-2375.33	0.0
547	BAK1	ELLIPSE	20.0	#ffcccc	-1037.07	-429.15	0.0
548	LYPLA2	ELLIPSE	20.0	#ffcccc	-1494.12	2.79	0.0
549	KAZN	ELLIPSE	20.0	#ffcccc	406.24	1163.51	0.0
550	ERC1	ELLIPSE	20.0	#ffcccc	255.74	933.92	0.0
551	SRM	ELLIPSE	20.0	#ffcccc	-621.43	-3.22	0.0
552	TCOF1	ELLIPSE	20.0	#ffcccc	173.74	-245.45	0.0
553	RAD54L2	ELLIPSE	20.0	#ffcccc	-890.72	890.85	0.0
554	C7orf50	ELLIPSE	20.0	#ffcccc	-191.38	-275.47	0.0
555	ZRSR2P1	ELLIPSE	20.0	#ffcccc	-490.23	-725.97	0.0
556	BTBD3	ELLIPSE	20.0	#ffcccc	-927.86	1313.17	0.0
557	CLDN3	ELLIPSE	20.0	#ffcccc	1436.95	-807.27	0.0
558	CLDN2	ELLIPSE	20.0	#ffcccc	1519.17	-742.7	0.0
559	CTSV	ELLIPSE	20.0	#ffcccc	576.86	418.2	0.0
560	SOCS4	ELLIPSE	20.0	#ffcccc	-940.81	699.4	0.0
561	GPX8	ELLIPSE	20.0	#ffcccc	-1971.46	217.8	0.0
562	NFIC	ELLIPSE	20.0	#ffcccc	-332.24	1113.28	0.0
563	MAMLD1	ELLIPSE	20.0	#ffcccc	-387.27	992.89	0.0
564	ZNF638	ELLIPSE	20.0	#ffcccc	-751.71	-2670.28	0.0
565	SENP6	ELLIPSE	20.0	#ffcccc	-824.3	-2602.69	0.0
566	RWDD4	ELLIPSE	20.0	#ffcccc	-895.47	-193.19	0.0
567	ATP2B1	ELLIPSE	20.0	#ffcccc	37.45	707.27	0.0
568	ZNF746	ELLIPSE	20.0	#ffcccc	-189.29	-356.66	0.0
569	HSPB6	ELLIPSE	20.0	#ffcccc	381.07	707.71	0.0
570	CALU	ELLIPSE	20.0	#ffcccc	1405.8	-594.06	0.0
571	SARS2	ELLIPSE	20.0	#ffcccc	1470.02	-669.57	0.0
572	CIC	ELLIPSE	20.0	#ffcccc	-965.79	907.27	0.0
